Country,date,Highest_infected_population,Population,Total_cases_percentage
Ukraine,2021-02-22,1354545,43733759,3.10
"United Arab Emirates",2021-02-01,306339,9890400,3.10
Sweden,2020-12-10,312728,10099270,3.10
Slovenia,2020-11-21,64284,2078932,3.09
Turkey,2021-02-16,2602034,84339067,3.09
Turkey,2021-02-17,2609359,84339067,3.09
Ukraine,2021-02-21,1351190,43733759,3.09
Russia,2021-04-01,4503291,145934460,3.09
Russia,2021-04-02,4511973,145934460,3.09
Jordan,2021-01-18,315544,10203140,3.09
Kosovo,2021-01-29,59646,1932774,3.09
Kosovo,2021-01-30,59646,1932774,3.09
Palestine,2021-01-28,157593,5101416,3.09
Peru,2021-01-03,1018099,32971846,3.09
Peru,2021-01-04,1019475,32971846,3.09
Peru,2021-01-05,1019475,32971846,3.09
Romania,2020-12-21,593783,19237682,3.09
Monaco,2021-01-18,1212,39244,3.09
Iran,2021-05-05,2591609,83992953,3.09
Ireland,2021-01-11,152539,4937796,3.09
Israel,2020-10-04,267730,8655541,3.09
Italy,2020-12-15,1870576,60461828,3.09
Brazil,2020-12-05,6577177,212559409,3.09
Bulgaria,2021-01-22,214430,6948445,3.09
Bulgaria,2021-01-23,214696,6948445,3.09
Bulgaria,2021-01-24,214817,6948445,3.09
"Cape Verde",2021-03-29,17190,555988,3.09
Denmark,2021-01-08,179170,5792203,3.09
Azerbaijan,2021-04-25,313006,10139175,3.09
Belarus,2021-03-04,291621,9449321,3.09
Belize,2021-02-24,12271,397621,3.09
Belize,2021-02-25,12280,397621,3.09
Belize,2021-02-26,12293,397621,3.09
Belize,2021-02-27,12293,397621,3.09
Belize,2021-02-28,12293,397621,3.09
"Bosnia and Herzegovina",2020-12-14,101461,3280815,3.09
Estonia,2021-01-25,40975,1326539,3.09
France,2020-11-17,2089071,67564251,3.09
Chile,2020-12-23,590914,19116209,3.09
Colombia,2020-12-25,1574707,50882884,3.09
"Costa Rica",2020-12-18,157472,5094114,3.09
"Costa Rica",2020-12-19,157472,5094114,3.09
"Costa Rica",2020-12-20,157472,5094114,3.09
Germany,2021-03-15,2585385,83783945,3.09
Germany,2021-03-14,2578842,83783945,3.08
Greece,2021-04-20,320629,10423056,3.08
Cyprus,2021-01-09,27011,875899,3.08
Albania,2021-02-10,88671,2877800,3.08
Argentina,2020-11-25,1390388,45195777,3.08
Bulgaria,2021-01-21,213864,6948445,3.08
Canada,2021-04-22,1164108,37742157,3.08
"Cape Verde",2021-03-28,17125,555988,3.08
Chile,2020-12-21,587993,19116209,3.08
Chile,2020-12-22,589189,19116209,3.08
Croatia,2020-11-29,126612,4105268,3.08
Bahrain,2020-09-01,52440,1701583,3.08
Belize,2021-02-19,12227,397621,3.08
Belize,2021-02-20,12244,397621,3.08
Belize,2021-02-21,12244,397621,3.08
Belize,2021-02-22,12255,397621,3.08
Belize,2021-02-23,12264,397621,3.08
"Bosnia and Herzegovina",2020-12-13,101117,3280815,3.08
Turkey,2021-02-15,2594128,84339067,3.08
Ukraine,2021-02-20,1346527,43733759,3.08
"United States",2020-11-09,10208150,331002647,3.08
Seychelles,2021-03-09,3032,98340,3.08
Seychelles,2021-03-10,3032,98340,3.08
Slovakia,2020-12-28,168092,5459643,3.08
Palestine,2021-01-27,156996,5101416,3.08
Panama,2020-10-30,132867,4314768,3.08
Paraguay,2021-04-03,219393,7132530,3.08
Peru,2020-12-31,1015137,32971846,3.08
Peru,2021-01-01,1015137,32971846,3.08
Peru,2021-01-02,1015137,32971846,3.08
Russia,2021-03-31,4494234,145934460,3.08
Jordan,2021-01-17,314514,10203140,3.08
Kuwait,2020-11-08,131743,4270563,3.08
Lebanon,2021-01-08,210139,6825442,3.08
Moldova,2020-12-11,124264,4033963,3.08
Lithuania,2020-12-10,83959,2722291,3.08
Maldives,2021-02-06,16656,540542,3.08
Malta,2021-01-06,13612,441539,3.08
Netherlands,2020-11-29,527336,17134873,3.08
"North Macedonia",2020-12-02,63890,2083380,3.07
Oman,2021-03-29,156883,5106622,3.07
Russia,2021-03-29,4477916,145934460,3.07
Russia,2021-03-30,4486078,145934460,3.07
"San Marino",2020-11-05,1043,33938,3.07
"San Marino",2020-11-06,1043,33938,3.07
"San Marino",2020-11-07,1043,33938,3.07
"San Marino",2020-11-08,1043,33938,3.07
Iran,2021-05-04,2575737,83992953,3.07
Italy,2020-12-14,1855737,60461828,3.07
Palestine,2021-01-26,156393,5101416,3.07
Portugal,2020-12-04,312553,10196707,3.07
Qatar,2020-06-22,88403,2881060,3.07
Romania,2020-12-20,591294,19237682,3.07
Jordan,2021-01-15,312851,10203140,3.07
Jordan,2021-01-16,313557,10203140,3.07
Kuwait,2020-11-07,131205,4270563,3.07
Monaco,2021-01-17,1205,39244,3.07
Azerbaijan,2021-04-24,311465,10139175,3.07
Belarus,2021-03-03,290447,9449321,3.07
Belize,2021-02-16,12188,397621,3.07
Belize,2021-02-17,12195,397621,3.07
Belize,2021-02-18,12207,397621,3.07
Bolivia,2021-05-26,358562,11673029,3.07
Andorra,2020-10-05,2370,77265,3.07
Andorra,2020-10-06,2370,77265,3.07
Germany,2021-03-13,2569864,83783945,3.07
Colombia,2020-12-24,1559766,50882884,3.07
"Costa Rica",2020-12-17,156388,5094114,3.07
Brazil,2020-12-04,6533968,212559409,3.07
Bulgaria,2021-01-20,213409,6948445,3.07
Estonia,2021-01-24,40716,1326539,3.07
Slovakia,2020-12-27,167523,5459643,3.07
Spain,2020-11-12,1437220,46754783,3.07
Turkey,2021-02-14,2586183,84339067,3.07
"United Arab Emirates",2021-01-31,303609,9890400,3.07
Turkey,2021-02-13,2579896,84339067,3.06
Ukraine,2021-02-19,1340054,43733759,3.06
"United Kingdom",2020-12-21,2079681,67886004,3.06
Montenegro,2020-11-02,19210,628062,3.06
Hungary,2020-12-18,295977,9660350,3.06
Iraq,2021-06-07,1229121,40222503,3.06
Israel,2020-10-03,264793,8655541,3.06
Oman,2021-03-28,156087,5106622,3.06
Russia,2021-03-27,4460348,145934460,3.06
Russia,2021-03-28,4469327,145934460,3.06
Jordan,2021-01-14,312043,10203140,3.06
Latvia,2021-01-20,57808,1886202,3.06
Maldives,2021-02-05,16547,540542,3.06
Palestine,2021-01-25,155884,5101416,3.06
Panama,2020-10-29,132045,4314768,3.06
Peru,2020-12-28,1007657,32971846,3.06
Peru,2020-12-29,1008908,32971846,3.06
Peru,2020-12-30,1010496,32971846,3.06
Poland,2020-12-16,1159901,37846605,3.06
Romania,2020-12-19,587944,19237682,3.06
Argentina,2020-11-24,1381795,45195777,3.06
Austria,2020-11-28,275661,9006400,3.06
Azerbaijan,2021-04-23,309789,10139175,3.06
Bahamas,2021-06-07,12024,393248,3.06
Belarus,2021-03-02,289136,9449321,3.06
Belize,2021-02-15,12175,397621,3.06
"Bosnia and Herzegovina",2020-12-12,100306,3280815,3.06
Denmark,2021-01-07,177507,5792203,3.06
Bulgaria,2021-01-18,212383,6948445,3.06
Bulgaria,2021-01-19,212927,6948445,3.06
Canada,2021-04-21,1155053,37742157,3.06
"Cape Verde",2021-03-27,17018,555988,3.06
Chile,2020-12-20,585546,19116209,3.06
Chile,2020-12-19,583355,19116209,3.05
"Costa Rica",2020-12-16,155263,5094114,3.05
Bahrain,2020-08-31,51972,1701583,3.05
Belarus,2021-03-01,288267,9449321,3.05
Belize,2021-02-11,12114,397621,3.05
Belize,2021-02-12,12134,397621,3.05
Belize,2021-02-13,12145,397621,3.05
Belize,2021-02-14,12145,397621,3.05
Brazil,2020-12-03,6487084,212559409,3.05
Bulgaria,2021-01-16,211736,6948445,3.05
Bulgaria,2021-01-17,211813,6948445,3.05
Germany,2021-03-12,2559296,83783945,3.05
Cyprus,2021-01-08,26674,875899,3.05
Turkey,2021-02-12,2572190,84339067,3.05
Ukraine,2021-02-18,1333332,43733759,3.05
"United States",2020-11-08,10087716,331002647,3.05
Seychelles,2021-03-08,3000,98340,3.05
Slovakia,2020-12-26,166649,5459643,3.05
Palestine,2021-01-24,155414,5101416,3.05
Paraguay,2021-04-02,217886,7132530,3.05
Peru,2020-12-25,1003982,32971846,3.05
Peru,2020-12-26,1005546,32971846,3.05
Peru,2020-12-27,1005546,32971846,3.05
Iraq,2021-06-06,1224992,40222503,3.05
Italy,2020-12-13,1843712,60461828,3.05
Luxembourg,2020-11-02,19101,625976,3.05
Russia,2021-03-26,4451565,145934460,3.05
Jordan,2021-01-13,310968,10203140,3.05
Kosovo,2021-01-27,58988,1932774,3.05
Kosovo,2021-01-28,58988,1932774,3.05
Kuwait,2020-11-06,130463,4270563,3.05
Jordan,2021-01-12,309846,10203140,3.04
Kuwait,2020-11-05,129638,4270563,3.04
Palestine,2021-01-23,155006,5101416,3.04
Panama,2020-10-28,131247,4314768,3.04
Moldova,2020-12-10,122685,4033963,3.04
Monaco,2021-01-16,1194,39244,3.04
Netherlands,2020-11-28,521639,17134873,3.04
Russia,2021-03-24,4433364,145934460,3.04
Russia,2021-03-25,4442492,145934460,3.04
Iran,2021-05-03,2555587,83992953,3.04
Iraq,2021-06-05,1221678,40222503,3.04
Liechtenstein,2020-11-24,1158,38137,3.04
Maldives,2021-02-04,16410,540542,3.04
Chile,2020-12-18,581135,19116209,3.04
Colombia,2020-12-23,1544826,50882884,3.04
Albania,2021-02-09,87528,2877800,3.04
Argentina,2020-11-23,1374631,45195777,3.04
Germany,2021-03-11,2546526,83783945,3.04
Greece,2021-04-19,316879,10423056,3.04
Azerbaijan,2021-04-22,307980,10139175,3.04
Belarus,2021-02-28,287306,9449321,3.04
Belize,2021-02-08,12070,397621,3.04
Belize,2021-02-09,12079,397621,3.04
Belize,2021-02-10,12107,397621,3.04
Bolivia,2021-05-25,355349,11673029,3.04
Bulgaria,2021-01-14,210951,6948445,3.04
Bulgaria,2021-01-15,211503,6948445,3.04
Canada,2021-04-20,1146817,37742157,3.04
"Cape Verde",2021-03-26,16911,555988,3.04
Serbia,2020-12-04,206940,6804596,3.04
Turkey,2021-02-11,2564427,84339067,3.04
"United Arab Emirates",2021-01-30,300661,9890400,3.04
Uruguay,2021-03-31,105549,3473727,3.04
Turkey,2021-02-10,2556837,84339067,3.03
Ukraine,2021-02-17,1326891,43733759,3.03
Seychelles,2021-03-06,2979,98340,3.03
Seychelles,2021-03-07,2979,98340,3.03
Slovakia,2020-12-25,165608,5459643,3.03
Spain,2020-11-11,1417709,46754783,3.03
Liechtenstein,2020-11-23,1156,38137,3.03
Malta,2021-01-05,13388,441539,3.03
Jordan,2021-01-11,308670,10203140,3.03
Palestine,2021-01-22,154557,5101416,3.03
Paraguay,2021-04-01,216278,7132530,3.03
Peru,2020-12-21,997517,32971846,3.03
Peru,2020-12-22,998475,32971846,3.03
Peru,2020-12-23,1000153,32971846,3.03
Peru,2020-12-24,1000153,32971846,3.03
Poland,2020-12-15,1147446,37846605,3.03
Qatar,2020-06-21,87369,2881060,3.03
Romania,2020-12-18,582786,19237682,3.03
Iraq,2021-06-04,1218524,40222503,3.03
Israel,2020-10-02,262200,8655541,3.03
Russia,2021-03-22,4416226,145934460,3.03
Russia,2021-03-23,4424595,145934460,3.03
Brazil,2020-12-02,6436650,212559409,3.03
Bulgaria,2021-01-13,210416,6948445,3.03
Chile,2020-12-17,578732,19116209,3.03
"Costa Rica",2020-12-15,154096,5094114,3.03
Estonia,2021-01-23,40184,1326539,3.03
Denmark,2021-01-06,175663,5792203,3.03
Bahamas,2021-06-03,11930,393248,3.03
Bahamas,2021-06-04,11930,393248,3.03
Bahamas,2021-06-05,11930,393248,3.03
Bahamas,2021-06-06,11930,393248,3.03
Bahrain,2020-08-30,51574,1701583,3.03
Belarus,2021-02-27,285959,9449321,3.03
Belize,2021-02-06,12037,397621,3.03
Belize,2021-02-07,12037,397621,3.03
"Bosnia and Herzegovina",2020-12-11,99543,3280815,3.03
Argentina,2020-11-22,1370366,45195777,3.03
Armenia,2020-10-31,89813,2963234,3.03
Germany,2021-03-10,2541781,83783945,3.03
Greece,2021-04-18,315273,10423056,3.02
France,2020-11-16,2043469,67564251,3.02
Bulgaria,2021-01-12,209881,6948445,3.02
Canada,2021-04-19,1139591,37742157,3.02
"Cape Verde",2021-03-25,16787,555988,3.02
Chile,2020-12-16,576731,19116209,3.02
Argentina,2020-11-21,1366182,45195777,3.02
Czechia,2020-10-30,323673,10708982,3.02
Azerbaijan,2021-04-21,305933,10139175,3.02
Bahamas,2021-06-02,11864,393248,3.02
Bahrain,2020-08-29,51391,1701583,3.02
Belize,2021-02-04,12008,397621,3.02
Belize,2021-02-05,12013,397621,3.02
Sweden,2020-12-09,304793,10099270,3.02
Tunisia,2021-06-07,356750,11818618,3.02
Turkey,2021-02-09,2548195,84339067,3.02
Ukraine,2021-02-15,1319060,43733759,3.02
Ukraine,2021-02-16,1322406,43733759,3.02
Russia,2021-03-21,4407031,145934460,3.02
Kosovo,2021-01-25,58399,1932774,3.02
Kosovo,2021-01-26,58399,1932774,3.02
Kuwait,2020-11-04,128843,4270563,3.02
Hungary,2020-12-17,291549,9660350,3.02
Iran,2021-05-02,2534855,83992953,3.02
Iraq,2021-06-03,1214367,40222503,3.02
Italy,2020-12-12,1825775,60461828,3.02
Netherlands,2020-11-27,517045,17134873,3.02
"North Macedonia",2020-12-01,62945,2083380,3.02
Palestine,2021-01-21,154063,5101416,3.02
Panama,2020-10-27,130422,4314768,3.02
Peru,2020-12-20,995899,32971846,3.02
Portugal,2020-12-03,307618,10196707,3.02
Palestine,2021-01-20,153590,5101416,3.01
Panama,2020-10-26,129751,4314768,3.01
Paraguay,2021-03-31,214667,7132530,3.01
Poland,2020-12-14,1140572,37846605,3.01
Russia,2021-03-19,4388268,145934460,3.01
Russia,2021-03-20,4397816,145934460,3.01
Maldives,2021-02-03,16276,540542,3.01
Oman,2021-03-25,153838,5106622,3.01
Oman,2021-03-26,153838,5106622,3.01
Oman,2021-03-27,153838,5106622,3.01
Jordan,2021-01-10,307209,10203140,3.01
Latvia,2021-01-19,56720,1886202,3.01
Iraq,2021-06-02,1210105,40222503,3.01
Belarus,2021-02-26,284500,9449321,3.01
Belize,2021-02-02,11957,397621,3.01
Belize,2021-02-03,11978,397621,3.01
"Bosnia and Herzegovina",2020-12-10,98603,3280815,3.01
Bulgaria,2021-01-11,209131,6948445,3.01
Germany,2021-03-09,2520618,83783945,3.01
Greece,2021-04-17,313444,10423056,3.01
France,2020-11-15,2033419,67564251,3.01
Chile,2020-12-15,575329,19116209,3.01
Colombia,2020-12-22,1530593,50882884,3.01
"Costa Rica",2020-12-14,153169,5094114,3.01
Croatia,2020-11-28,123693,4105268,3.01
Argentina,2020-11-20,1359042,45195777,3.01
Austria,2020-11-27,270992,9006400,3.01
Tunisia,2021-06-06,355732,11818618,3.01
Turkey,2021-02-08,2539559,84339067,3.01
Ukraine,2021-02-14,1316520,43733759,3.01
"United Kingdom",2020-12-20,2046164,67886004,3.01
"United States",2020-11-07,9972546,331002647,3.01
Slovenia,2020-11-20,62580,2078932,3.01
Seychelles,2021-03-05,2950,98340,3.00
Turkey,2021-02-07,2531456,84339067,3.00
Ukraine,2021-02-13,1313209,43733759,3.00
"United Arab Emirates",2021-01-29,297014,9890400,3.00
Iran,2021-05-01,2516157,83992953,3.00
Iraq,2021-06-01,1205522,40222503,3.00
Russia,2021-03-18,4378656,145934460,3.00
Moldova,2020-12-09,120970,4033963,3.00
Palestine,2021-01-19,153093,5101416,3.00
Peru,2020-12-17,989457,32971846,3.00
Peru,2020-12-18,989457,32971846,3.00
Peru,2020-12-19,989457,32971846,3.00
Poland,2020-12-13,1135676,37846605,3.00
Qatar,2020-06-20,86488,2881060,3.00
Romania,2020-12-17,577446,19237682,3.00
Jordan,2021-01-09,305959,10203140,3.00
Kuwait,2020-11-03,128080,4270563,3.00
Lebanon,2021-01-07,204699,6825442,3.00
Malta,2021-01-04,13230,441539,3.00
Oman,2021-03-24,153105,5106622,3.00
Albania,2021-02-08,86289,2877800,3.00
Germany,2021-03-08,2513784,83783945,3.00
Azerbaijan,2021-04-20,303858,10139175,3.00
Bahamas,2021-05-31,11796,393248,3.00
Bahamas,2021-06-01,11796,393248,3.00
Bahrain,2020-08-28,51113,1701583,3.00
Belgium,2020-10-27,347289,11589616,3.00
Belize,2021-02-01,11945,397621,3.00
Bolivia,2021-05-23,349653,11673029,3.00
Bolivia,2021-05-24,349653,11673029,3.00
Brazil,2020-12-01,6386787,212559409,3.00
Bulgaria,2021-01-09,208406,6948445,3.00
Bulgaria,2021-01-10,208511,6948445,3.00
"Cape Verde",2021-03-24,16661,555988,3.00
Chile,2020-12-14,573830,19116209,3.00
Chile,2020-12-13,571919,19116209,2.99
Bahamas,2021-05-29,11745,393248,2.99
Bahamas,2021-05-30,11745,393248,2.99
Belarus,2021-02-25,282898,9449321,2.99
Belize,2021-01-29,11877,397621,2.99
Belize,2021-01-30,11908,397621,2.99
Belize,2021-01-31,11908,397621,2.99
Argentina,2020-11-19,1349434,45195777,2.99
Germany,2021-03-06,2502151,83783945,2.99
Germany,2021-03-07,2508655,83783945,2.99
Bulgaria,2021-01-08,208012,6948445,2.99
Canada,2021-04-18,1129371,37742157,2.99
Cyprus,2021-01-07,26208,875899,2.99
Denmark,2021-01-05,173433,5792203,2.99
Estonia,2021-01-22,39701,1326539,2.99
Tunisia,2021-06-05,353782,11818618,2.99
Turkey,2021-02-06,2524786,84339067,2.99
Ukraine,2021-02-12,1307806,43733759,2.99
Hungary,2020-12-16,288567,9660350,2.99
Iraq,2021-05-31,1201352,40222503,2.99
Ireland,2021-01-10,147613,4937796,2.99
Italy,2020-12-11,1805873,60461828,2.99
Russia,2021-03-16,4360033,145934460,2.99
Russia,2021-03-17,4368943,145934460,2.99
Maldives,2021-02-02,16155,540542,2.99
Palestine,2021-01-18,152555,5101416,2.99
Panama,2020-10-25,129200,4314768,2.99
Peru,2020-12-14,984973,32971846,2.99
Peru,2020-12-15,986130,32971846,2.99
Peru,2020-12-16,986130,32971846,2.99
Jordan,2021-01-08,305163,10203140,2.99
Jordan,2021-01-07,304071,10203140,2.98
Kuwait,2020-11-02,127293,4270563,2.98
Iran,2021-04-30,2499077,83992953,2.98
Iraq,2021-05-30,1197082,40222503,2.98
Monaco,2021-01-15,1169,39244,2.98
Montenegro,2020-11-01,18714,628062,2.98
Netherlands,2020-11-26,511162,17134873,2.98
Oman,2021-03-23,152364,5106622,2.98
Palestine,2021-01-17,152031,5101416,2.98
Panama,2020-10-24,128515,4314768,2.98
Paraguay,2021-03-30,212691,7132530,2.98
Peru,2020-12-12,980943,32971846,2.98
Peru,2020-12-13,980943,32971846,2.98
Poland,2020-12-12,1126700,37846605,2.98
Portugal,2020-12-02,303846,10196707,2.98
Russia,2021-03-15,4350728,145934460,2.98
Georgia,2020-11-26,118690,3989175,2.98
Chile,2020-12-12,569781,19116209,2.98
Colombia,2020-12-21,1518067,50882884,2.98
Azerbaijan,2021-04-19,301661,10139175,2.98
Bahrain,2020-08-27,50756,1701583,2.98
Belarus,2021-02-24,281707,9449321,2.98
Belize,2021-01-28,11845,397621,2.98
Germany,2021-03-05,2493887,83783945,2.98
Greece,2021-04-16,311033,10423056,2.98
Brazil,2020-11-30,6335878,212559409,2.98
Bulgaria,2021-01-07,207259,6948445,2.98
"Cape Verde",2021-03-23,16555,555988,2.98
Tunisia,2021-06-04,352303,11818618,2.98
Turkey,2021-02-05,2516889,84339067,2.98
Ukraine,2021-02-11,1302811,43733759,2.98
Seychelles,2021-03-04,2928,98340,2.98
Switzerland,2020-11-13,257135,8654618,2.97
Switzerland,2020-11-14,257135,8654618,2.97
Switzerland,2020-11-15,257135,8654618,2.97
Tunisia,2021-06-03,350487,11818618,2.97
Turkey,2021-02-03,2501079,84339067,2.97
Turkey,2021-02-04,2508988,84339067,2.97
Ukraine,2021-02-10,1297537,43733759,2.97
"United States",2020-11-06,9845036,331002647,2.97
Russia,2021-03-13,4331396,145934460,2.97
Russia,2021-03-14,4341381,145934460,2.97
Jordan,2021-01-06,302856,10203140,2.97
Kosovo,2021-01-22,57317,1932774,2.97
Kosovo,2021-01-23,57317,1932774,2.97
Kosovo,2021-01-24,57317,1932774,2.97
Iraq,2021-05-29,1193608,40222503,2.97
Palestine,2021-01-16,151569,5101416,2.97
Peru,2020-12-10,979111,32971846,2.97
Peru,2020-12-11,979111,32971846,2.97
Qatar,2020-06-19,85462,2881060,2.97
Romania,2020-12-16,571749,19237682,2.97
"North Macedonia",2020-11-30,61878,2083380,2.97
Oman,2021-03-22,151528,5106622,2.97
Maldives,2021-02-01,16056,540542,2.97
Brazil,2020-11-29,6314740,212559409,2.97
Bulgaria,2021-01-06,206392,6948445,2.97
Canada,2021-04-17,1121162,37742157,2.97
"Cape Verde",2021-03-21,16491,555988,2.97
"Cape Verde",2021-03-22,16517,555988,2.97
Chile,2020-12-11,567974,19116209,2.97
Albania,2021-02-07,85336,2877800,2.97
France,2020-11-14,2006227,67564251,2.97
Germany,2021-03-04,2484306,83783945,2.97
Azerbaijan,2021-04-18,300666,10139175,2.97
Bahamas,2021-05-28,11684,393248,2.97
Belarus,2021-02-23,280428,9449321,2.97
Belize,2021-01-27,11816,397621,2.97
"Bosnia and Herzegovina",2020-12-09,97317,3280815,2.97
Bahamas,2021-05-27,11622,393248,2.96
Bahrain,2020-08-26,50393,1701583,2.96
Belarus,2021-02-22,279456,9449321,2.96
Belize,2021-01-24,11750,397621,2.96
Belize,2021-01-25,11770,397621,2.96
Belize,2021-01-26,11788,397621,2.96
Bolivia,2021-05-22,346070,11673029,2.96
Argentina,2020-11-18,1339337,45195777,2.96
Brazil,2020-11-28,6290272,212559409,2.96
Bulgaria,2021-01-05,205390,6948445,2.96
"Cape Verde",2021-03-20,16440,555988,2.96
Chile,2020-12-10,566440,19116209,2.96
Colombia,2020-12-20,1507222,50882884,2.96
"Costa Rica",2020-12-11,150947,5094114,2.96
"Costa Rica",2020-12-12,150947,5094114,2.96
"Costa Rica",2020-12-13,150947,5094114,2.96
Greece,2021-04-15,308006,10423056,2.96
Denmark,2021-01-04,171436,5792203,2.96
Estonia,2021-01-21,39212,1326539,2.96
Turkey,2021-02-02,2492977,84339067,2.96
Ukraine,2021-02-09,1293892,43733759,2.96
"United Arab Emirates",2021-01-28,293052,9890400,2.96
"United Kingdom",2020-12-19,2010080,67886004,2.96
Slovakia,2020-12-24,161562,5459643,2.96
Lithuania,2020-12-09,80615,2722291,2.96
Malta,2021-01-03,13082,441539,2.96
Kuwait,2020-11-01,126534,4270563,2.96
Latvia,2021-01-18,55908,1886202,2.96
Moldova,2020-12-08,119204,4033963,2.96
Russia,2021-03-12,4321588,145934460,2.96
Netherlands,2020-11-25,506557,17134873,2.96
Hungary,2020-12-15,285763,9660350,2.96
Iraq,2021-05-28,1190351,40222503,2.96
Italy,2020-12-10,1787147,60461828,2.96
Palestine,2021-01-15,151142,5101416,2.96
Panama,2020-10-23,127866,4314768,2.96
Peru,2020-12-09,976621,32971846,2.96
Palestine,2021-01-14,150505,5101416,2.95
Panama,2020-10-22,127227,4314768,2.95
Paraguay,2021-03-29,210425,7132530,2.95
Peru,2020-12-06,972688,32971846,2.95
Peru,2020-12-07,973912,32971846,2.95
Peru,2020-12-08,973912,32971846,2.95
Poland,2020-12-11,1115201,37846605,2.95
Portugal,2020-12-01,300462,10196707,2.95
Jordan,2021-01-05,301303,10203140,2.95
Kosovo,2021-01-21,57028,1932774,2.95
Kuwait,2020-10-31,125926,4270563,2.95
Latvia,2021-01-17,55664,1886202,2.95
Iran,2021-04-29,2479805,83992953,2.95
Iraq,2021-05-27,1186309,40222503,2.95
Israel,2020-10-01,255142,8655541,2.95
Russia,2021-03-10,4302726,145934460,2.95
Russia,2021-03-11,4311893,145934460,2.95
"North Macedonia",2020-11-29,61543,2083380,2.95
Oman,2021-03-21,150800,5106622,2.95
Canada,2021-04-16,1113837,37742157,2.95
"Cape Verde",2021-03-19,16374,555988,2.95
Bahamas,2021-05-25,11597,393248,2.95
Bahamas,2021-05-26,11597,393248,2.95
Belarus,2021-02-21,278312,9449321,2.95
Belize,2021-01-23,11722,397621,2.95
Armenia,2020-10-30,87432,2963234,2.95
Austria,2020-11-26,266038,9006400,2.95
Chile,2020-12-08,563534,19116209,2.95
Chile,2020-12-09,564778,19116209,2.95
Germany,2021-03-03,2472913,83783945,2.95
Tunisia,2021-06-02,348911,11818618,2.95
Turkey,2021-02-01,2485182,84339067,2.95
Ukraine,2021-02-07,1288669,43733759,2.95
Ukraine,2021-02-08,1291025,43733759,2.95
Uruguay,2021-03-30,102461,3473727,2.95
Spain,2020-11-09,1381218,46754783,2.95
Spain,2020-11-10,1381218,46754783,2.95
Sweden,2020-12-08,297732,10099270,2.95
Tunisia,2021-06-01,346986,11818618,2.94
Turkey,2021-01-31,2477463,84339067,2.94
Ukraine,2021-02-06,1285059,43733759,2.94
"United States",2020-11-05,9717003,331002647,2.94
